sample_lib,Block,Input Conc.,captured_lib,Bait,sequencing_lib,sequencing_run,fastq_file,fastq_path,bam_bai_file,bam_file,bam_bai_file_path,bam_file_path,matching_normal_sl,area_type
2050_Normal,,,BI-082023,Somatic Human WES v6,,BCB060,,,{'2050_Normal.bai': ''},{'2050_Normal.bam': '99a4ac10d96f2d8f85f1cdcb331c4065'},HiSeqData/BCB060_BroadInstitute_WES_3/BCB060/Exome/2050_Normal/v1,HiSeqData/BCB060_BroadInstitute_WES_3/BCB060/Exome/2050_Normal/v1,,Normal
2051_Mel,,,BI-082023,Somatic Human WES v6,,BCB060,,,{'2051_Mel.bai': ''},{'2051_Mel.bam': '39ad7c7ed9fd9bf28f0c3453f1019c06'},HiSeqData/BCB060_BroadInstitute_WES_3/BCB060/Exome/2051_Mel/v3,HiSeqData/BCB060_BroadInstitute_WES_3/BCB060/Exome/2051_Mel/v3,2054_Normal,Mel
2052_Mel,,,BI-082023,Somatic Human WES v6,,BCB060,,,{'2052_Mel.bai': ''},{'2052_Mel.bam': 'f64e8c07a3b097e85212c4fbf6ce8534'},HiSeqData/BCB060_BroadInstitute_WES_3/BCB060/Exome/2052_Mel/v2,HiSeqData/BCB060_BroadInstitute_WES_3/BCB060/Exome/2052_Mel/v2,2054_Normal,Mel
2053_Mel,,,BI-082023,Somatic Human WES v6,,BCB060,,,{'2053_Mel.bai': ''},{'2053_Mel.bam': 'cbd24aae59442b2ab144fa4def68d780'},HiSeqData/BCB060_BroadInstitute_WES_3/BCB060/Exome/2053_Mel/v2,HiSeqData/BCB060_BroadInstitute_WES_3/BCB060/Exome/2053_Mel/v2,2054_Normal,Mel
2054_Normal,,,BI-082023,Somatic Human WES v6,,BCB060,,,{'2054_Normal.bai': ''},{'2054_Normal.bam': '5278924a6b8c4c94eeebb0772d7c7eca'},HiSeqData/BCB060_BroadInstitute_WES_3/BCB060/Exome/2054_Normal/v2,HiSeqData/BCB060_BroadInstitute_WES_3/BCB060/Exome/2054_Normal/v2,,Normal
21-1,,,BB5_CL,NimV1,BB5_SeqL,Nimblegen2_BB5,,,,,,,21-5,Melanoma
21-2,,,BB5_CL,NimV1,BB5_SeqL,Nimblegen2_BB5,,,,,,,21-5,Melanoma
21-3,,,BB5_CL,NimV1,BB5_SeqL,Nimblegen2_BB5,,,,,,,21-5,Nevus
21-4,,,BB5_CL,NimV1,BB5_SeqL,Nimblegen2_BB5,,,,,,,21-5,Nevus
21-5,,,BB5_CL,NimV1,BB5_SeqL,Nimblegen2_BB5,,,,,,,,Normal
21-5,,,BB5_CL,NimV1,BB5_SeqL,Nimblegen2_BB5,,,,,,,,Normal
21-5,,,BB5_CL,NimV1,BB5_SeqL,Nimblegen2_BB5,,,,,,,,Normal
21-5,,,BB5_CL,NimV1,BB5_SeqL,Nimblegen2_BB5,,,,,,,,Normal
21-5,,,BB5_CL,NimV1mix2,BB5_SeqL,Nimblegen2_BB5,,,,,,,,Normal
21-5,,,BB5_CL,NimV1mix2,BB5_SeqL,Nimblegen2_BB5,,,,,,,,Normal
21-5,,,BB5_CL,NimV1mix2,BB5_SeqL,Nimblegen2_BB5,,,,,,,,Normal
21-5,,,BB5_CL,NimV1mix2,BB5_SeqL,Nimblegen2_BB5,,,,,,,,Normal
2180_Mel1,,,BI-032023,Somatic Human WES v6,,BCB042,,,{'2180_Mel1.bai': ''},{'2180_Mel1.bam': '9ea4375c0dbe999cc041a4eb9df80f5e'},HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2180_Mel1/v1,HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2180_Mel1/v1,2183_Normal,Mel1
2181_Mel2,,,BI-032023,Somatic Human WES v6,,BCB042,,,{'2181_Mel2.bai': ''},{'2181_Mel2.bam': '8616fcea3168e8dd5dfaab04badbbcb1'},HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2181_Mel2/v1,HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2181_Mel2/v1,2183_Normal,Mel2
2182_Nevus,,,BI-032023,Somatic Human WES v6,,BCB042,,,{'2182_Nevus.bai': ''},{'2182_Nevus.bam': 'a938912df951594df1d8fed323431090'},HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2182_Nevus/v1,HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2182_Nevus/v1,2183_Normal,Nevus
2183_Normal,,,BI-032023,Somatic Human WES v6,,BCB042,,,{'2183_Normal.bai': ''},{'2183_Normal.bam': '077f179e371e9bb1334bcaaaaa26698a'},HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2183_Normal/v1,HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2183_Normal/v1,,Normal
2184_Mel,,,BI-032023,Somatic Human WES v6,,BCB042,,,{'2184_Mel.bai': ''},{'2184_Mel.bam': '6fc3c134cf7520ef67515f4522741dc1'},HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2184_Mel/v1,HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2184_Mel/v1,2186_Normal,Mel
2185_Nevus,,,BI-032023,Somatic Human WES v6,,BCB042,,,{'2185_Nevus.bai': ''},{'2185_Nevus.bam': 'de38aea2461ebf646aa7bb917787a4b8'},HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2185_Nevus/v1,HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2185_Nevus/v1,2186_Normal,Nevus
2186_Normal,,,BI-032023,Somatic Human WES v6,,BCB042,,,{'2186_Normal.bai': ''},{'2186_Normal.bam': '2369950c12bc47c39210d6d7e739bc7a'},HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2186_Normal/v1,HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2186_Normal/v1,,Normal
2187_Mel,,,BI-032023,Somatic Human WES v6,,BCB042,,,{'2187_Mel.bai': ''},{'2187_Mel.bam': 'a20af6359d2210407f6559bc2e144f64'},HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2187_Mel/v1,HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2187_Mel/v1,2189_Normal,Mel
2188_Nevus,,,BI-032023,Somatic Human WES v6,,BCB042,,,{'2188_Nevus.bai': ''},{'2188_Nevus.bam': '51de592d62d29db1d189da15e695b70c'},HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2188_Nevus/v1,HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2188_Nevus/v1,2189_Normal,Nevus
2189_Normal,,,BI-032023,Somatic Human WES v6,,BCB042,,,{'2189_Normal.bai': ''},{'2189_Normal.bam': 'e5979bf3eb1f40e2c2575233e0b3ec4e'},HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2189_Normal/v1,HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2189_Normal/v1,,Normal
2190_Mel,,,BI-032023,Somatic Human WES v6,,BCB042,,,{'2190_Mel.bai': ''},{'2190_Mel.bam': '598f891c1fa84d8bb991274192264593'},HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2190_Mel/v1,HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2190_Mel/v1,2192_Normal,Mel
2191_Nevus,,,BI-032023,Somatic Human WES v6,,BCB042,,,{'2191_Nevus.bai': ''},{'2191_Nevus.bam': '0d96030eb9fe5c9c1117a0da191c24ff'},HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2191_Nevus/v1,HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2191_Nevus/v1,2192_Normal,Nevus
2192_Normal,,,BI-032023,Somatic Human WES v6,,BCB042,,,{'2192_Normal.bai': ''},{'2192_Normal.bam': 'c966274fa5d0598cc0169234132d3bf1'},HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2192_Normal/v1,HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2192_Normal/v1,,Normal
2196_Mel,,,BI-032023,Somatic Human WES v6,,BCB042,,,{'2196_Mel.bai': ''},{'2196_Mel.bam': 'fdde5481df7009bbfd2fc7fa7f4e2441'},HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2196_Mel/v1,HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2196_Mel/v1,2199_Normal,Mel
2197_MIS,,,BI-032023,Somatic Human WES v6,,BCB042,,,{'2197_MIS.bai': ''},{'2197_MIS.bam': 'f5de49658b067620c55b4ac0f9be1dc2'},HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2197_MIS/v1,HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2197_MIS/v1,2199_Normal,MIS
2198_Nevus,,,BI-032023,Somatic Human WES v6,,BCB042,,,{'2198_Nevus.bai': ''},{'2198_Nevus.bam': 'a9bedcac05e187b637cbf9cf6337e525'},HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2198_Nevus/v1,HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2198_Nevus/v1,2199_Normal,Nevus
2199_Normal,,,BI-032023,Somatic Human WES v6,,BCB042,,,{'2199_Normal.bai': ''},{'2199_Normal.bam': '7d99913ad4e611552e61acb3b25b33c8'},HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2199_Normal/v1,HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2199_Normal/v1,,Normal
22_IS,,,BB43_CL,NimV2mix4,BB43_SeqL,Nimblegen36_BB43,"{'22_IS_ACACGA_L002_R1_001.fastq.gz': '', '22_IS_ACACGA_L002_R1_002.fastq.gz': '', '22_IS_ACACGA_L002_R1_003.fastq.gz': '', '22_IS_ACACGA_L002_R2_001.fastq.gz': '', '22_IS_ACACGA_L002_R2_002.fastq.gz': '', '22_IS_ACACGA_L002_R2_003.fastq.gz': ''}",HiSeqData/Nimblegen36_BB43/130918_D00108_0165_AH7AN8ADXX_Project_bastianb-BB43/Sample_22_IS,,,,,"22_Normal, Ivanka_22_5, Ivanka_22_Normal_Tert",Tumor
22_Melanoma,,,BB43_CL,NimV2mix4,BB43_SeqL,Nimblegen36_BB43,"{'22-Melanoma_GTGTTA_L002_R1_001.fastq.gz': '', '22-Melanoma_GTGTTA_L002_R1_002.fastq.gz': '', '22-Melanoma_GTGTTA_L002_R1_003.fastq.gz': '', '22-Melanoma_GTGTTA_L002_R1_004.fastq.gz': '', '22-Melanoma_GTGTTA_L002_R2_001.fastq.gz': '', '22-Melanoma_GTGTTA_L002_R2_002.fastq.gz': '', '22-Melanoma_GTGTTA_L002_R2_003.fastq.gz': '', '22-Melanoma_GTGTTA_L002_R2_004.fastq.gz': ''}",HiSeqData/Nimblegen36_BB43/130918_D00108_0165_AH7AN8ADXX_Project_bastianb-BB43/Sample_22_Melanoma,,,,,"22_Normal, Ivanka_22_5, Ivanka_22_Normal_Tert",Tumor
22_Nevus,,,BB43_CL,NimV2mix4,BB43_SeqL,Nimblegen36_BB43,"{'22_Nevus_CACACA_L002_R1_001.fastq.gz': '', '22_Nevus_CACACA_L002_R1_002.fastq.gz': '', '22_Nevus_CACACA_L002_R1_003.fastq.gz': '', '22_Nevus_CACACA_L002_R1_004.fastq.gz': '', '22_Nevus_CACACA_L002_R1_005.fastq.gz': '', '22_Nevus_CACACA_L002_R2_001.fastq.gz': '', '22_Nevus_CACACA_L002_R2_002.fastq.gz': '', '22_Nevus_CACACA_L002_R2_003.fastq.gz': '', '22_Nevus_CACACA_L002_R2_004.fastq.gz': '', '22_Nevus_CACACA_L002_R2_005.fastq.gz': ''}",HiSeqData/Nimblegen36_BB43/130918_D00108_0165_AH7AN8ADXX_Project_bastianb-BB43/Sample_22_Nevus,,,,,"22_Normal, Ivanka_22_5, Ivanka_22_Normal_Tert",Nevus
22_Normal,,,BB43_CL,NimV2mix4,BB43_SeqL,Nimblegen36_BB43,"{'22-Normal_TGTGAA_L002_R1_001.fastq.gz': '', '22-Normal_TGTGAA_L002_R1_002.fastq.gz': '', '22-Normal_TGTGAA_L002_R1_003.fastq.gz': '', '22-Normal_TGTGAA_L002_R1_004.fastq.gz': '', '22-Normal_TGTGAA_L002_R1_005.fastq.gz': '', '22-Normal_TGTGAA_L002_R2_001.fastq.gz': '', '22-Normal_TGTGAA_L002_R2_002.fastq.gz': '', '22-Normal_TGTGAA_L002_R2_003.fastq.gz': '', '22-Normal_TGTGAA_L002_R2_004.fastq.gz': '', '22-Normal_TGTGAA_L002_R2_005.fastq.gz': ''}",HiSeqData/Nimblegen36_BB43/130918_D00108_0165_AH7AN8ADXX_Project_bastianb-BB43/Sample_22_Normal,,,,,,Normal
2200_Mel,,,BI-032023,Somatic Human WES v6,,BCB042,,,{'2200_Mel.bai': ''},{'2200_Mel.bam': '78ee061f2fbce4d743f4e25b8c2551fc'},HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2200_Mel/v1,HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2200_Mel/v1,2203_Normal,Mel
2201_MIS,,,BI-032023,Somatic Human WES v6,,BCB042,,,{'2201_MIS.bai': ''},{'2201_MIS.bam': '24d2214d0ac9aa090a786bb219ac6ae0'},HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2201_MIS/v1,HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2201_MIS/v1,2203_Normal,MIS
2202_Nevus,,,BI-032023,Somatic Human WES v6,,BCB042,,,{'2202_Nevus.bai': ''},{'2202_Nevus.bam': 'd730f36b88186742334dfaaede62b46f'},HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2202_Nevus/v1,HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2202_Nevus/v1,2203_Normal,Nevus
2203_Normal,,,BI-032023,Somatic Human WES v6,,BCB042,,,{'2203_Normal.bai': ''},{'2203_Normal.bam': '5dcfd7481cafdf8572d127fc0c6fd13a'},HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2203_Normal/v1,HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2203_Normal/v1,,Normal
2204_Mel,,,BI-032023,Somatic Human WES v6,,BCB042,,,{'2204_Mel.bai': ''},{'2204_Mel.bam': 'ebbca2e4669b0b1ce573296c9f162e3f'},HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2204_Mel/v1,HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2204_Mel/v1,2241_Normal,Mel
2205_Nevus,,,BI-032023,Somatic Human WES v6,,BCB042,,,{'2205_Nevus.bai': ''},{'2205_Nevus.bam': '4833fe959e92931ff294406d7e7f3aff'},HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2205_Nevus/v1,HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2205_Nevus/v1,2241_Normal,Nevus
2207_MIS,,,BI-032023,Somatic Human WES v6,,BCB042,,,{'2207_MIS.bai': ''},{'2207_MIS.bam': 'c5aebe4411b27f488c8bb662303beaf6'},HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2207_MIS/v1,HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2207_MIS/v1,2210_Normal,MIS
2208_Nevus,,,BI-032023,Somatic Human WES v6,,BCB042,,,{'2208_Nevus.bai': ''},{'2208_Nevus.bam': 'd0f8fdd678f35acb9619dba5b0d7b4fc'},HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2208_Nevus/v1,HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2208_Nevus/v1,2210_Normal,Nevus
2209_PRAME-positive_Nevus,,,BI-032023,Somatic Human WES v6,,BCB042,,,{'2209_PRAME-positive_Nevus.bai': ''},{'2209_PRAME-positive_Nevus.bam': '7f0f82caee56d60c744571dff720ea96'},HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2209_PRAME-positive_Nevus/v1,HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2209_PRAME-positive_Nevus/v1,2210_Normal,Nevus
2210_Normal,,,BI-032023,Somatic Human WES v6,,BCB042,,,{'2210_Normal.bai': ''},{'2210_Normal.bam': '039efb89f91ca36bf8e0e07547217865'},HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2210_Normal/v1,HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2210_Normal/v1,,Normal
2211_Mel,,,BI-032023,Somatic Human WES v6,,BCB042,,,{'2211_Mel.bai': ''},{'2211_Mel.bam': '23639c6faa6b04d37fb2594601c84b79'},HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2211_Mel/v1,HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2211_Mel/v1,2214_Normal,Mel
2212_MIS,,,BI-032023,Somatic Human WES v6,,BCB042,,,{'2212_MIS.bai': ''},{'2212_MIS.bam': '134ff74e23d3ad2804ecccb323f89ff7'},HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2212_MIS/v1,HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2212_MIS/v1,2214_Normal,MIS
2213_Nevus,,,BI-032023,Somatic Human WES v6,,BCB042,,,{'2213_Nevus.bai': ''},{'2213_Nevus.bam': '652e761be0facf7737bc30bb34330df6'},HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2213_Nevus/v1,HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2213_Nevus/v1,2214_Normal,Nevus
2214_Normal,,,BI-032023,Somatic Human WES v6,,BCB042,,,{'2214_Normal.bai': ''},{'2214_Normal.bam': 'b883cc9487e6614a3c0b4921714a1844'},HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2214_Normal/v1,HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2214_Normal/v1,,Normal
2215_Mel,,,BI-032023,Somatic Human WES v6,,BCB042,,,{'2215_Mel.bai': ''},{'2215_Mel.bam': '90df48007c224354b18630b9f945a26c'},HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2215_Mel/v1,HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2215_Mel/v1,2218_Normal,Mel
2216_Nevus,,,BI-032023,Somatic Human WES v6,,BCB042,,,{'2216_Nevus.bai': ''},{'2216_Nevus.bam': 'aeea7786e38c9fc0a25d9692f146d4d0'},HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2216_Nevus/v1,HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2216_Nevus/v1,2218_Normal,Nevus
2217_Regressed-Area,,,BI-032023,Somatic Human WES v6,,BCB042,,,{'2217_Regressed-Area.bai': ''},{'2217_Regressed-Area.bam': '56be15ba680778bac3fa3200c22460d8'},HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2217_Regressed-Area/v1,HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2217_Regressed-Area/v1,2218_Normal,
2218_Normal,,,BI-032023,Somatic Human WES v6,,BCB042,,,{'2218_Normal.bai': ''},{'2218_Normal.bam': 'ec4981eed2a97d48597f93e1baf295ff'},HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2218_Normal/v1,HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2218_Normal/v1,,Normal
2219_Mel,,,BI-032023,Somatic Human WES v6,,BCB042,,,{'2219_Mel.bai': ''},{'2219_Mel.bam': '6f4e2ae5634fa23b77a417c994df67ec'},HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2219_Mel/v1,HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2219_Mel/v1,2222_Normal,Mel
2220_MIS,,,BI-032023,Somatic Human WES v6,,BCB042,,,{'2220_MIS.bai': ''},{'2220_MIS.bam': 'd34c50df019a2d8cc04f12e592c07b44'},HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2220_MIS/v1,HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2220_MIS/v1,2222_Normal,MIS
2221_Nevus,,,BI-032023,Somatic Human WES v6,,BCB042,,,{'2221_Nevus.bai': ''},{'2221_Nevus.bam': '0ccac6a481d351feda1ef23c2e45ee9d'},HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2221_Nevus/v1,HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2221_Nevus/v1,2222_Normal,Nevus
2222_Normal,,,BI-032023,Somatic Human WES v6,,BCB042,,,{'2222_Normal.bai': ''},{'2222_Normal.bam': '2a2a8c45d9dc7e591b34afa0efbced5f'},HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2222_Normal/v1,HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2222_Normal/v1,,Normal
2223_Mel1,,,BI-032023,Somatic Human WES v6,,BCB042,,,{'2223_Mel1.bai': ''},{'2223_Mel1.bam': 'fc15bded477e85f78ebfd4971a5f6f0d'},HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2223_Mel1/v1,HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2223_Mel1/v1,2242_Normal,Mel1
2224_Mel2,,,BI-032023,Somatic Human WES v6,,BCB042,,,{'2224_Mel2.bai': ''},{'2224_Mel2.bam': '2a7b31c5e5bd0c2f7adb6f339295b393'},HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2224_Mel2/v1,HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2224_Mel2/v1,2242_Normal,Mel2
2225_Nevus,,,BI-032023,Somatic Human WES v6,,BCB042,,,{'2225_Nevus.bai': ''},{'2225_Nevus.bam': 'ff369894d5e1464462f21f468e55fb1c'},HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2225_Nevus/v1,HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2225_Nevus/v1,2242_Normal,Nevus
2227_Mel,,,BI-032023,Somatic Human WES v6,,BCB042,,,{'2227_Mel.bai': ''},{'2227_Mel.bam': '486670942de21fe41cc3188ba53eb9cd'},HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2227_Mel/v1,HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2227_Mel/v1,2229_Normal,Mel
2228_Nevus,,,BI-032023,Somatic Human WES v6,,BCB042,,,{'2228_Nevus.bai': ''},{'2228_Nevus.bam': '12a6455dd558dd37b4ed1ca9f9b07455'},HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2228_Nevus/v1,HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2228_Nevus/v1,2229_Normal,Nevus
2229_Normal,,,BI-032023,Somatic Human WES v6,,BCB042,,,{'2229_Normal.bai': ''},{'2229_Normal.bam': '9722029a51202aa15e328b58d04188f9'},HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2229_Normal/v1,HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2229_Normal/v1,,Normal
2230_Mel,,,BI-032023,Somatic Human WES v6,,BCB042,,,{'2230_Mel.bai': ''},{'2230_Mel.bam': '4c38edeaf935d7c3d585b71b3bb33f81'},HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2230_Mel/v1,HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2230_Mel/v1,2233_Normal,Mel
2231_MIS,,,BI-032023,Somatic Human WES v6,,BCB042,,,{'2231_MIS.bai': ''},{'2231_MIS.bam': '2ea6f6e647c53a1b722fd49351fedf69'},HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2231_MIS/v1,HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2231_MIS/v1,2233_Normal,MIS
2232_Nevus,,,BI-032023,Somatic Human WES v6,,BCB042,,,{'2232_Nevus.bai': ''},{'2232_Nevus.bam': 'ae5762fe17f7483a487e84ce23dae5c2'},HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2232_Nevus/v1,HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2232_Nevus/v1,2233_Normal,Nevus
2233_Normal,,,BI-032023,Somatic Human WES v6,,BCB042,,,{'2233_Normal.bai': ''},{'2233_Normal.bam': 'd4a7d57cb6a1c1d03a9cdb9c01799dbd'},HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2233_Normal/v1,HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2233_Normal/v1,,Normal
2234_Mel,,,BI-032023,Somatic Human WES v6,,BCB042,,,{'2234_Mel.bai': ''},{'2234_Mel.bam': '7659c7172033abb17e8478ba70109c37'},HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2234_Mel/v1,HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2234_Mel/v1,2236_Normal,Mel
2235_Nevus,,,BI-032023,Somatic Human WES v6,,BCB042,,,{'2235_Nevus.bai': ''},{'2235_Nevus.bam': 'd6ffda6c1f0525c9ae876658c8d0cb6e'},HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2235_Nevus/v1,HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2235_Nevus/v1,2236_Normal,Nevus
2236_Normal,,,BI-032023,Somatic Human WES v6,,BCB042,,,{'2236_Normal.bai': ''},{'2236_Normal.bam': '00ac47c4c95dc62d48d1a34166eed41c'},HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2236_Normal/v1,HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2236_Normal/v1,,Normal
2237_MIS,,,BI-032023,Somatic Human WES v6,,BCB042,,,{'2237_MIS.bai': ''},{'2237_MIS.bam': 'f022c34e351eddd4c04ceef81f89b5b9'},HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2237_MIS/v1,HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2237_MIS/v1,2218_Normal,MIS
2238_Mel,,,BI-032023,Somatic Human WES v6,,BCB042,,,{'2238_Mel.bai': ''},{'2238_Mel.bam': 'ae15fe9e278cdf7f93a3f063e1e70bff'},HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2238_Mel/v1,HiSeqData/BCB042_BroadInstitute_WES_2/March2023/RP-2761/Exome/2238_Mel/v1,2240_Normal,Mel
