Area_ID,Area,Block_ID,Collection method,Area type,HE image,NA_ID,Completion date,People in charge,Notes,Assigned projects
1921 Mel,1921,04-34117,,Mel,,"DNA-164,RNA-164,DNA-207,DNA-245,RNA-207,RNA-245",,Noel/Chenxu,,Melanoma Epigenetics
2256 Tumor,2256,04-35102A,,Tumor,,PM-2,7/19/2019,,Primary Tumor,Hockemeyer Melanoma Project
2260 Normal,2260,04-35102A,,Normal,,N-2,7/19/2019,,Normal,Hockemeyer Melanoma Project
1637 Mel,1637,04-38345,Scraping,Mel,,"MMR-12,MMD-12",,Noel/Chenxu,,California Cancer Registry
1734 Mel,1734,04-50387,Scraping,Mel,,"MMD-141,MMR-141,MMD-256",,Noel/Chenxu,,California Cancer Registry
1735 Normal,1735,04-50387,Scraping,Normal,,"MMD-142,MMD-257",,Noel/Chenxu,,California Cancer Registry
1818 Mel,1818,04-57347A,Scraping,Mel,,MMD-238,,Noel/Chenxu,,California Cancer Registry
1819 Normal,1819,04-57347A,Scraping,Normal,,MMD-239,,Noel/Chenxu,,California Cancer Registry
1640 Mel,1640,04-59140B,Scraping,Mel,,"MMR-15,MMD-15",,Noel/Chenxu,,California Cancer Registry
2251 Tumor,2251,05-605A2,,Tumor,,MM-1,7/19/2019,,Metastatic,Hockemeyer Melanoma Project
2259 Normal,2259,05-605A2,,Normal,,N-1,7/19/2019,,Normal,Hockemeyer Melanoma Project
948 Mel,948,05-01411-C N1,,Mel,,MDD-78,,,,Melanoma Prognosis
628 Mel,628,05-01411T4,,Mel,,MDD-38,,,,Melanoma Prognosis
1058 Mel,1058,05-04841-C T2,,Mel,,MDD-146,,Noel/Chenxu,,Melanoma Prognosis
1062 Mel,1062,05-04949-1C T1,,Mel,,MDD-150,,Noel/Chenxu,,Melanoma Prognosis
1797 Normal,1797,05-5976A,Scraping,Normal,,MMD-303,,Noel/Chenxu,,California Cancer Registry
1798 MIS,1798,05-5976A,Scraping,MIS,,"MMD-304,MMR-304",,Noel/Chenxu,,California Cancer Registry
1796 Mel,1796,05-5976B,Scraping,Mel,,"MMD-302,MMR-302",,Noel/Chenxu,"http://64.54.108.147/eSlideTray.php?ImageIds=1021 , 05-5976B, 05-5976C",California Cancer Registry
2738 Tumor,2738,05-006815,,Tumor,,KAM65-T,,,,Acral Melanoma
2745 Tumor,2745,05-011507,,Tumor,,KAM99-T,,,,Acral Melanoma
912 Mel,912,05-12693C,,Mel,,MDD-42,,,,Melanoma Prognosis
1055 Mel,1055,05-13894-C T2,,Mel,,MDD-143,,Noel/Chenxu,,Melanoma Prognosis
978 Mel,978,05-14728-C M1,,Mel,,MDD-108,,,,Melanoma Prognosis
1059 Mel,1059,05-14988-B T3,,Mel,,MDD-147,,Noel/Chenxu,,Melanoma Prognosis
642 Mel,642,05-14988T3,,Mel,,MDD-11,,,,Melanoma Prognosis
2746 Normal,2746,05-015408,,Normal,,KAM99-N,,,,Acral Melanoma
1056 Mel,1056,05-17080-T2,,Mel,,MDD-144,,Noel/Chenxu,,Melanoma Prognosis
1643 Mel,1643,05-19406,Scraping,Mel,,"MMD-18,MMR-18",,Noel/Chenxu,,California Cancer Registry
1054 Mel,1054,05-20065-4 T1,,Mel,,MDD-142,,Noel/Chenxu,,Melanoma Prognosis
949 Mel,949,05-21257 M1,,Mel,,MDD-79,,,,Melanoma Prognosis
1057 Mel,1057,05-23001-E T4,,Mel,,MDD-145,,Noel/Chenxu,,Melanoma Prognosis
641 Mel,641,05-23001T4,,Mel,,MDD-10,,,,Melanoma Prognosis
1051 Mel,1051,05-24184-C T1,,Mel,,MDD-139,,Noel/Chenxu,,Melanoma Prognosis
1049 Mel,1049,05-26408 T1,,Mel,,MDD-137,,Noel/Chenxu,,Melanoma Prognosis
1052 Mel,1052,05-26627-1B T1,,Mel,,MDD-140,,Noel/Chenxu,,Melanoma Prognosis
913 Mel,913,05-27343A,,Mel,,MDD-43,,,,Melanoma Prognosis
1926 Mel,1926,05-27460,,Mel,,"DNA-169,RNA-169,DNA-212,RNA-212",,Noel/Chenxu,,Melanoma Epigenetics
1927 MIS,1927,05-27460,,MIS,,"DNA-170,RNA-170,DNA-213,RNA-213",,Noel/Chenxu,,Melanoma Epigenetics
1928 Nevus,1928,05-27460,,Nevus,,"DNA-171,RNA-171,DNA-214,RNA-214",,Noel/Chenxu,,Melanoma Epigenetics
1929 Normal,1929,05-27460,,Normal,,"DNA-172,RNA-172,DNA-215",,Noel/Chenxu,,Melanoma Epigenetics
1774 Mel,1774,05-27756A,Scraping,Mel,,"MMD-181,MMR-181",,Noel/Chenxu,Light Blue,California Cancer Registry
1775 Mel,1775,05-27756B,Scraping,Mel,,"MMD-182,MMR-182",,Noel/Chenxu,Nevoid Melanoma,California Cancer Registry
1776 Normal,1776,05-27756B,Scraping,Normal,,MMD-183,,Noel/Chenxu,,California Cancer Registry
1629 Mel,1629,05-28152B,Scraping,Mel,,"MMD-04,MMR-04",,Noel/Chenxu,,California Cancer Registry
1048 Mel,1048,05-29322-B T3,,Mel,,MDD-136,,Noel/Chenxu,,Melanoma Prognosis
643 Mel,643,05-29322T3,,Mel,,MDD-12,,,,Melanoma Prognosis
1957 Normal,1957,05-29484A,,Normal,,"DNA-261,DNA-262",,Noel/Chenxu,,Melanoma Epigenetics
2140 ,2140,05-29484B,,,,,,,,California Cancer Registry
2142 ,2142,05-29484C,,,,,,,,California Cancer Registry
2143 ,2143,05-29484D,,,,,,,,California Cancer Registry
2144 ,2144,05-29484E,,,,,,,,California Cancer Registry
2145 ,2145,05-29484F,,,,,,,,California Cancer Registry
1930 Normal,1930,05-37586A1,,Normal,,"DNA-173,RNA-173,DNA-216",,Noel/Chenxu,,Melanoma Epigenetics
1814 Mel,1814,05-37586A3,Scraping,Mel,,"MMD-234,MMD-285,MMR-234",,Noel/Chenxu,,California Cancer Registry
1815 Normal,1815,05-37586A3,Scraping,Normal,,"MMD-235,MMD-286",,Noel/Chenxu,"http://64.54.108.147/eSlideTray.php?ImageIds=1003 , 05-37586A1, 05-37586A3",California Cancer Registry
1816 MIS,1816,05-37586A3,Scraping,MIS,,"MMD-236,MMD-287,MMR-236",,Noel/Chenxu,,California Cancer Registry
1817 Nevus,1817,05-37586A3,Scraping,Nevus,,"MMD-237,MMD-288,MMR-237,MMR-288",,Noel/Chenxu,,California Cancer Registry
1931 Mel,1931,05-37586A3,,Mel,,"DNA-174,RNA-174,DNA-217,RNA-217",,Noel/Chenxu,,Melanoma Epigenetics
1932 MIS,1932,05-37586A3,,MIS,,"DNA-175,RNA-175,DNA-218,RNA-218",,Noel/Chenxu,,Melanoma Epigenetics
1933 Nevus,1933,05-37586A3,,Nevus,,"DNA-176,RNA-176,DNA-219,RNA-219,DNA-252,RNA-252",,Noel/Chenxu,,Melanoma Epigenetics
1934 Normal,1934,05-37586A3,,Normal,,"DNA-177,RNA-177,DNA-220",,Noel/Chenxu,,Melanoma Epigenetics
1650 Mel,1650,05-46869B,Scraping,Mel,,"MMD-30,MMR-30",,Noel/Chenxu,,California Cancer Registry
1755 Mel,1755,05-58791,Scraping,Mel,,"MMD-163,MMR-163",,Noel/Chenxu,,California Cancer Registry
1756 Normal,1756,05-58791,Scraping,Normal,,MMD-164,,Noel/Chenxu,,California Cancer Registry
1655 Mel,1655,05-66206A,Scraping,Mel,,"MMD-35,MMR-35",,Noel/Chenxu,,California Cancer Registry
1656 Normal,1656,05-66206A,Scraping,Normal,,MMD-36,,Noel/Chenxu,,California Cancer Registry
2252 Tumor,2252,06-521B2,,Tumor,,MM-2,7/19/2019,,Metastatic,Hockemeyer Melanoma Project
2873 Tumor,2873,06-00911,,Tumor,,,,,,
1025 Mel,1025,06-01845-E T4,,Mel,,MDD-113,,Noel/Chenxu,,Melanoma Prognosis
645 Mel,645,06-01845T4,,Mel,,MDD-14,,,,Melanoma Prognosis
1044 Mel,1044,06-01846-D T1,,Mel,,MDD-132,,Noel/Chenxu,,Melanoma Prognosis
"426 blue nevus, cellular,  DF like",426,06-2345,,"blue nevus, cellular,  DF like",,SM D-03,,Noel/Chenxu,,Nevus Library
914 Mel,914,06-03046F,,Mel,,MDD-44,,,,Melanoma Prognosis
1658 Mel,1658,06-4069,Scraping,Mel,,"MMD-38,MMR-38",,Noel/Chenxu,,California Cancer Registry
1659 Normal,1659,06-4069,Scraping,Normal,,MMD-39,,Noel/Chenxu,,California Cancer Registry
646 Mel,646,06-04915T2,,Mel,,"MDD-15,MDD-128",,,,Melanoma Prognosis
1757 Mel,1757,06-5249,Scraping,Mel,,"MMD-165,MMR-165",,Noel/Chenxu,,California Cancer Registry
1758 Normal,1758,06-5249,Scraping,Normal,,MMD-166,,Noel/Chenxu,,California Cancer Registry
1043 Mel,1043,06-05518-B T4,,Mel,,MDD-131,,Noel/Chenxu,,Melanoma Prognosis
644 Mel,644,06-05518T4,,Mel,,MDD-13,,,,Melanoma Prognosis
1045 Mel,1045,06-06053-B T1,,Mel,,MDD-133,,Noel/Chenxu,,Melanoma Prognosis
915 Mel,915,06-06325,,Mel,,MDD-45,,,,Melanoma Prognosis
2752 MVP,2752,06-6624A7,,MVP,,JBU10-MVP,,,,
2751 Normal,2751,06-6624D1,,Normal,,JBU10-Norm,,,,
2872 Tumor,2872,06-08042,,Tumor,,,,,,
629 Mel,629,06-08092T3,,Mel,,MDD-39,,,,Melanoma Prognosis
1633 Mel,1633,06-8729,Scraping,Mel,,"MMD-08,MMR-08",,Noel/Chenxu,,California Cancer Registry
1042 Mel,1042,06-10522-2B T1,,Mel,,MDD-130,,Noel/Chenxu,,Melanoma Prognosis
1938 MIS,1938,06-10811,,MIS,,"DNA-181,RNA-181,DNA-224,RNA-224",,Noel/Chenxu,,Melanoma Epigenetics
1939 Nevus,1939,06-10811,,Nevus,,"DNA-182,RNA-182,DNA-225,RNA-225,DNA-253,RNA-253",,Noel/Chenxu,,Melanoma Epigenetics
1940 Normal,1940,06-10811,,Normal,,"DNA-183,RNA-183,DNA-226",,Noel/Chenxu,,Melanoma Epigenetics
975 Mel,975,06-11147 N1,,Mel,,MDD-105,,,,Melanoma Prognosis
1843 Mel,1843,06-11151C,Scraping,Mel,,"MMD-332,MMR-332",,Noel/Chenxu,,California Cancer Registry
1844 MIS,1844,06-11151C,Scraping,MIS,,"MMD-334,MMR-334",,Noel/Chenxu,,California Cancer Registry
1845 Normal,1845,06-11151F,Scraping,Normal,,"MMD-333,MMR-333",,Noel/Chenxu,,California Cancer Registry
979 Mel,979,06-12646-D M1,,Mel,,MDD-109,,,,Melanoma Prognosis
647 Mel,647,06-14812DT2,,Mel,,"MDD-16,MDD-126",,,,Melanoma Prognosis
630 Mel,630,06-14812ET2,,Mel,,MDD-40,,,,Melanoma Prognosis
1041 Mel,1041,06-15453-C T1,,Mel,,MDD-129,,Noel/Chenxu,,Melanoma Prognosis
916 Mel,916,06-16008-1,,Mel,,MDD-46,,,,Melanoma Prognosis
1037 Mel,1037,06-16759-A T1,,Mel,,MDD-125,,Noel/Chenxu,,Melanoma Prognosis
653 Mel,653,06-16759T1,,Mel,,MDD-22,,,,Melanoma Prognosis
1034 Mel,1034,06-17441-2 T2,,Mel,,MDD-122,,Noel/Chenxu,,Melanoma Prognosis
648 Mel,648,06-17441T2,,Mel,,MDD-17,,,,Melanoma Prognosis
1039 Mel,1039,06-17562-2 T1,,Mel,,MDD-127,,Noel/Chenxu,,Melanoma Prognosis
1784 Normal,1784,06-17933A,Scraping,Normal,,"MMD-198,MMD-318",,Noel/Chenxu,,California Cancer Registry
1785 Normal,1785,06-17933A,Scraping,Normal,,MMD-199,,Noel/Chenxu,,California Cancer Registry
1783 Mel,1783,06-17933B,Scraping,Mel,,"MMD-197,MMD-317,MMR-197",,Noel/Chenxu,,California Cancer Registry
1651 Mel,1651,06-18321,Scraping,Mel,,"MMR-31,MMD-31,MMD-60",,Noel/Chenxu,,California Cancer Registry
2739 Tumor,2739,06-018998,,Tumor,,KAM71-T,,,,Acral Melanoma
1036 Mel,1036,06-20661-2 T1,,Mel,,MDD-124,,Noel/Chenxu,,Melanoma Prognosis
1035 Mel,1035,06-21073-E T3,,Mel,,MDD-123,,Noel/Chenxu,,Melanoma Prognosis
1799 Mel,1799,06-21115A,Scraping,Mel,,"MMR-305,MMD-305",,Noel/Chenxu,"http://64.54.108.147/eSlideTray.php?ImageIds=1408 , 06-21115A, 06-21115B",California Cancer Registry
1800 Normal,1800,06-21115B,Scraping,Normal,,MMD-306,,Noel/Chenxu,,California Cancer Registry
2771 Normal,2771,06-21363,,Normal,,DPN_18_Normal_NA,,,,
2874 Tumor,2874,06-21363,,Tumor,,,,,,
1812 Mel,1812,06-22923,Scraping,Mel,,"MMD-232,MMD-326,MMR-232,MMR-326",,Noel/Chenxu,,California Cancer Registry
1813 Normal,1813,06-22923,Scraping,Normal,,"MMD-233,MMD-327,MMR-327",,Noel/Chenxu,,California Cancer Registry
1950 Normal,1950,06-23240A,,Normal,,"DNA-193,RNA-193,DNA-202,DNA-237,DNA-248",,Noel/Chenxu,,Melanoma Epigenetics
650 Mel,650,06-23345T1,,Mel,,"MDD-19,MDD-117",,,,Melanoma Prognosis
1031 Mel,1031,06-23587-B T1,,Mel,,MDD-119,,Noel/Chenxu,,Melanoma Prognosis
652 Mel,652,06-23587T1,,Mel,,MDD-21,,,,Melanoma Prognosis
1032 Mel,1032,06-24998-B T2,,Mel,,MDD-120,,Noel/Chenxu,,Melanoma Prognosis
1024 Mel,1024,06-25697-1 T1,,Mel,,MDD-112,,Noel/Chenxu,,Melanoma Prognosis
649 Mel,649,06-25697T1,,Mel,,MDD-18,,,,Melanoma Prognosis
651 Mel,651,06-27633T1,,Mel,,"MDD-20,MDD-118",,,,Melanoma Prognosis
1630 Mel,1630,06-28087,Scraping,Mel,,"MMD-05,MMR-05,MMD-54,MMR-54,MMD-68",,Noel/Chenxu,,California Cancer Registry
2786 Tumor,2786,06-32942,,Tumor,,SM_5_Tumor_NA,,,,Spitzoid Melanoma
2875 Tumor,2875,06-47334,,Tumor,,,,,,
1638 Mel,1638,06-47809B,Scraping,Mel,,"MMR-13,MMD-13",,Noel/Chenxu,,California Cancer Registry
2787 Tumor,2787,06-52508,,Tumor,,SM_6_Tumor_NA,,,,Spitzoid Melanoma
2788 Normal,2788,06-52508,,Normal,,SM_7_Normal_NA,,,,Spitzoid Melanoma
1661 Mel,1661,06-64692B,Scraping,Mel,,"MMD-41,MMR-41",,Noel/Chenxu,,California Cancer Registry
1700 Mel,1700,06-65105,Scraping,Mel,,"MMR-97,MMD-97",,Noel/Chenxu,,California Cancer Registry
1677 Mel,1677,06-68314,Scraping,Mel,,"MMD-67,MMD-53,MMR-53",,Noel/Chenxu,,California Cancer Registry
1627 Mel,1627,06-70035C,Scraping,Mel,,"MMD-02,MMR-02",,Noel/Chenxu,,California Cancer Registry
1446 Normal,1446,06-72820A,,Normal,,"DNA-148,RNA-148,DNA-153,RNA-153",,Noel/Chenxu,,Melanoma Epigenetics
1836 Normal,1836,06-73878A,Scraping,Normal,,MMD-252,,Noel/Chenxu,,California Cancer Registry
1835 Mel,1835,06-73878C,Scraping,Mel,,"MMD-251,MMR-251",,Noel/Chenxu,"http://64.54.108.147/eSlideTray.php?ImageIds=1404 , 06-73878C, 06-73878D",California Cancer Registry
2885 Tumor,2885,07-1210F6,,Tumor,,AGL14-Bastian5-Tumor_NA,,,,
2309 Met9,2309,07-1791,,Met9,,"PROG D-25,PROG R-25",,,,Werner Syndrome
2310 Met10,2310,07-1841,,Met10,,"PROG D-26,PROG R-26",,,,Werner Syndrome
1311 Normal,1311,07-2104,,Normal,,"PROG D-01,PROG R-01,PROG D-15,PROG R-15",,Noel/Chenxu,,Werner Syndrome
1312 Met1,1312,07-2104,,Met1,,"PROG D-02,PROG R-02,PROG D-16,PROG R-16",,Noel/Chenxu,,Werner Syndrome
1313 Met2,1313,07-2104,,Met2,,"PROG D-03,PROG R-03,PROG D-16,PROG R-16",,Noel/Chenxu,,Werner Syndrome
2305 Met5,2305,07-2479-1 ,,Met5,,"PROG D-21,PROG R-21",,,,Werner Syndrome
2306 Met6,2306,07-2479-2,,Met6,,"PROG D-22,PROG R-22",,,,Werner Syndrome
2307 Met7,2307,07-2889-1 ,,Met7,,"PROG D-23,PROG R-23",,,,Werner Syndrome
2308 Met8,2308,07-2889-2,,Met8,,"PROG D-24,PROG R-24",,,,Werner Syndrome
1314 Met3,1314,07-3001,,Met3,,"PROG D-04,PROG R-04,PROG D-17,PROG R-17",,Noel/Chenxu,,Werner Syndrome
1426 Met4,1426,07-3001,,Met4,,"PROG D-05,PROG R-05",,Noel/Chenxu,,Werner Syndrome
2789 Tumor,2789,07-04365,,Tumor,,SM_7_Tumor_NA,,,,Spitzoid Melanoma
2791 Tumor,2791,07-04365,,Tumor,,SM_8_Tumor_NA,,,,Spitzoid Melanoma
1786 Mel,1786,07-7626,Scraping,Mel,,"MMR-200,MMD-200",,Noel/Chenxu,,California Cancer Registry
2813 Normal,2813,07-011660-2,,Normal,,K2_4,,,,Long-Triple Negative Metastatic Melanoma
2744 Tumor,2744,07-012236B1,,Tumor,,KAM95-T-B1,,,,Acral Melanoma
2139 ,2139,07-13061,,,,,,,,
2792 Tumor,2792,07-14044A,,Tumor,,,,,,Spitzoid Melanoma
2793 Normal,2793,07-14044A,,Normal,,SM_9_Normal_NA,,,,Spitzoid Melanoma
2804 Tumor,2804,07-20501,,Tumor,,Kit_53_Acral_NRAS_NA,,,,
1050 Mel,1050,07-25593-2 T2,,Mel,,MDD-138,,Noel/Chenxu,,Melanoma Prognosis
654 Mel,654,07-25593T2,,Mel,,MDD-23,,,,Melanoma Prognosis
2794 Tumor,2794,07-26247,,Tumor,,SM_9_Tumor_NA,,,,Spitzoid Melanoma
1662 Mel,1662,07-28805,Scraping,Mel,,"MMD-42,MMR-42,MMD-108,MMD-194",,Noel/Chenxu,Blue: melanoma; Green: normal: Yellow: Nevus. ,California Cancer Registry
1663 Normal,1663,07-28805,Scraping,Normal,,"MMD-43,MMD-109,MMD-195,MMR-195,MMD-267,MMR-267",,Noel/Chenxu,Blue: melanoma; Green: normal: Yellow: Nevus. ,California Cancer Registry
1664 Nevus,1664,07-28805,Scraping,Nevus,,MMD-266,,Noel/Chenxu,Blue: melanoma; Green: normal: Yellow: Nevus. ,California Cancer Registry
1923 Mel,1923,07-28805,,Mel,,"DNA-166,RNA-166,DNA-209,DNA-246,RNA-209,RNA-246",,Noel/Chenxu,Blue: melanoma; Green: normal: Yellow: Nevus. ,Melanoma Epigenetics
1924 Nevus,1924,07-28805,,Nevus,,"DNA-167,RNA-167,DNA-210,RNA-210,DNA-251,RNA-251",,Noel/Chenxu,Blue: melanoma; Green: normal: Yellow: Nevus. ,Melanoma Epigenetics
1925 Normal,1925,07-28805,,Normal,,"DNA-168,RNA-168,DNA-211",,Noel/Chenxu,Blue: melanoma; Green: normal: Yellow: Nevus. ,Melanoma Epigenetics
1747 Mel,1747,07-37090,Scraping,Mel,,"MMD-155,MMD-313,MMR-155,MMR-313",,Noel/Chenxu,,California Cancer Registry
1748 Normal,1748,07-37090,Scraping,Normal,,"MMD-156,MMD-314",,Noel/Chenxu,,California Cancer Registry
2042 Nevus,2042,07-37378,,Nevus,,"DNA-272,RNA-272",,,Blue: melanoma; Green: normal: Yellow: Nevus.,Melanoma Epigenetics
1782 Mel,1782,07-40241A,Scraping,Mel,,"MMD-196,MMR-196,MMD-276",,Noel/Chenxu,,California Cancer Registry
2037 Normal,2037,07-41091A,,Normal,,"DNA-260,DNA-265",,Noel/Chenxu,,Melanoma Epigenetics
2146 ,2146,07-41091B,,,,,,,,
1750 Mel,1750,07-42908,Scraping,Mel,,"MMD-158,MMR-158",,Noel/Chenxu,,California Cancer Registry
1751 MIS,1751,07-42908,Scraping,MIS,,"MMD-159,MMR-159,MMR-275,MMD-275",,Noel/Chenxu,,California Cancer Registry
1764 Mel,1764,07-55149,Scraping,Mel,,"MMR-172,MMD-172",,Noel/Chenxu,,California Cancer Registry
1360 Tumor,1360,07-55184,,Tumor,,CGH15-082,,,,CGH Validation
1686 Mel,1686,07-67657A,Scraping,Mel,,"MMD-81,MMR-81",,Noel/Chenxu,,California Cancer Registry
1687 Normal,1687,07-67657A,Scraping,Normal,,MMD-82,,Noel/Chenxu,,California Cancer Registry
1688 Mel,1688,07-67657B,Scraping,Mel,,"MMD-83,MMD-84,MMD-85,MMD-95,MMR-83,MMR-84,MMR-95",,Noel/Chenxu,,California Cancer Registry
2029 Atypical Melanocytic Proliferation,2029,07-74058A,Scraping,Atypical Melanocytic Proliferation,,"OM-1D-2,OM-1D-3",,Noel/Chenxu,,Oral Mucosal Melanoma
2000 Typical Melanotic Macule,2000,07-74058B,Scraping,Typical Melanotic Macule,,OM D-66.1,,Noel/Chenxu,,Oral Mucosal Melanoma
2001 Typical Melanotic Macule,2001,07-74058B,Scraping,Typical Melanotic Macule,,OM D-66.2,,Noel/Chenxu,,Oral Mucosal Melanoma
2002 Atypical Melanocytic Proliferation,2002,07-74058B,Scraping,Atypical Melanocytic Proliferation,,OM D-66.3,,Noel/Chenxu,,Oral Mucosal Melanoma
1805 Mel,1805,07-76799A,Scraping,Mel,,"MMD-225,MMR-225,MMD-281",,Noel/Chenxu,,California Cancer Registry
1806 Normal,1806,07-76799A,Scraping,Normal,,MMD-226,,Noel/Chenxu,,California Cancer Registry
1807 MIS,1807,07-76799A,Scraping,MIS,,"MMD-227,MMR-227,MMD-282",,Noel/Chenxu,,California Cancer Registry
1749 Mel,1749,07-77608,Scraping,Mel,,"MMR-157,MMD-157",,Noel/Chenxu,,California Cancer Registry
1955 Normal,1955,07-85201,,Normal,,"DNA-198,DNA-241,DNA-256,DNA-257",,Noel/Chenxu,,Melanoma Epigenetics
556 Nodular Mel,556,07B2313 (eppendorf),,Nodular Mel,,NM D-06,,,,Nodular Melanoma
1682 Mel,1682,08-1851A,Scraping,Mel,,"MMD-76,MMR-76",,Noel/Chenxu,,California Cancer Registry
1683 Normal,1683,08-1851A,Scraping,Normal,,MMD-77,,Noel/Chenxu,,California Cancer Registry
1684 Mel,1684,08-1851B,Scraping,Mel,,"MMD-78,MMD-79,MMD-80,MMR-78,MMR-79,MMD-94,MMR-94",,Noel/Chenxu,,California Cancer Registry
1685 Normal,1685,08-1851C,Scraping,Normal,,MMD-77,,Noel/Chenxu,,California Cancer Registry
2261 Normal,2261,08-6790A,,Normal,,N-3,7/19/2019,,Normal,Hockemeyer Melanoma Project
2257 Tumor,2257,08-6790B,,Tumor,,PM-3,7/19/2019,,Primary Tumor,Hockemeyer Melanoma Project
1743 Mel,1743,08-8920A,Scraping,Mel,,"MMD-151,MMR-151",,Noel/Chenxu,,California Cancer Registry
1744 Mel,1744,08-8920B,Scraping,Mel,,"MMD-151,MMR-151,MMD-260",,Noel/Chenxu,,California Cancer Registry
1745 Normal,1745,08-8920B,Scraping,Normal,,"MMD-152,MMD-154,MMD-261,MMD-360,MMR-360",,Noel/Chenxu,,California Cancer Registry
1746 MIS,1746,08-8920B,Scraping,MIS,,"MMR-153,MMD-153,MMD-262,MMR-262,MMD-361 (P041_03A),MMR-361",,Noel/Chenxu,,California Cancer Registry
2736 Tumor,2736,08-018003,,Tumor,,KAM48-T,,,,Acral Melanoma
950 Mel,950,08-21729-2 M1,,Mel,,MDD-80,,,,Melanoma Prognosis
655 Mel,655,08-21729T2,,Mel,,MDD-24,,,,Melanoma Prognosis
1727 Mel,1727,08-25654,Scraping,Mel,,"MMD-219,MMD-132,MMR-132",,Noel/Chenxu,,California Cancer Registry
1728 Normal,1728,08-25654,Scraping,Normal,,"MMD-220,MMD-133",,Noel/Chenxu,,California Cancer Registry
2779 Tumor,2779,08-27590,,Tumor,,SM_1_Tumor_NA,,,,Spitzoid Melanoma
2780 Normal,2780,08-27590,,Normal,,SM_2_Normal_NA,,,,Spitzoid Melanoma
1600 MIS1,1600,08-35719A1,Scraping,MIS1,,"AM2 D-403,AM2 R-403,AM2 D-479,AM2 R-479",,Noel/Chenxu,,Acral Melanoma
1601 Invasive Primary Mel,1601,08-35719A1,Scraping,Invasive Primary Mel,,"AM2 D-404,AM2 R-404,AM2 D-480,AM2 R-480",,Noel/Chenxu,,Acral Melanoma
1752 Mel,1752,08-44748,Scraping,Mel,,"MMD-160,MMR-160",,Noel/Chenxu,,California Cancer Registry
1753 Normal,1753,08-44748,Scraping,Normal,,"MMD-161,MMD-265",,Noel/Chenxu,,California Cancer Registry
2767 Tumor,2767,08-46462,,Tumor,,,,,,
1917 Mel,1917,08-48442,,Mel,,"DNA-160,RNA-160,DNA-203,RNA-203",,Noel/Chenxu,,Melanoma Epigenetics
1918 MIS,1918,08-48442,,MIS,,"DNA-161,RNA-161,DNA-204,RNA-204",,Noel/Chenxu,,Melanoma Epigenetics
1919 Nevus,1919,08-48442,,Nevus,,"DNA-162,RNA-162,DNA-205,RNA-205",,Noel/Chenxu,,Melanoma Epigenetics
1920 Normal,1920,08-48442,,Normal,,"DNA-163,RNA-163,DNA-206",,Noel/Chenxu,,Melanoma Epigenetics
1653 Mel,1653,08-51663,Scraping,Mel,,"MMD-33,MMR-33,MMD-62,MMD-106",,Noel/Chenxu,,California Cancer Registry
1654 Normal,1654,08-51663,Scraping,Normal,,"MMD-34,MMR-34,MMD-107,MMD-193",,Noel/Chenxu,,California Cancer Registry
1958 Normal,1958,08-65412A,,Normal,,"DNA-258,DNA-263",,Noel/Chenxu,,Melanoma Epigenetics
2138 ,2138,08-65412B,,,,,,,,California Cancer Registry
2772 Tumor,2772,08-70283a,,Tumor,,AM_11_Tumor_NA,,,,Acral Melanoma
561 Nodular Mel,561,08B8345 (eppendorf),,Nodular Mel,,NM D-11,,,,Nodular Melanoma
560 Nodular Mel,560,08B9531 (eppendorf),,Nodular Mel,,NM D-10,,,,Nodular Melanoma
2742 Normal,2742,09-005840,,Normal,,KAM93-N-B10,,,,Acral Melanoma
2743 Tumor,2743,09-005840,,Tumor,,KAM93-T,,,,Acral Melanoma
2721 Tumor,2721,09-008704,,Tumor,,KAM12-T,,,,Acral Melanoma
952 Mel,952,09-13370-1M N1,,Mel,,MDD-82,,,,Melanoma Prognosis
953 Mel,953,09-13370-2G N1,,Mel,,MDD-83,,,,Melanoma Prognosis
2815 Normal,2815,09-015020-2A,,Normal,,K2_6,,,,Long-Triple Negative Metastatic Melanoma
951 Mel,951,09-15598 M1,,Mel,,MDD-81,,,,Melanoma Prognosis
1754 Mel,1754,09-16836,Scraping,Mel,,"MMD-162,MMR-162",,Noel/Chenxu,,California Cancer Registry
954 Mel,954,09-21320-A3 N1-M1,,Mel,,MDD-84,,,,Melanoma Prognosis
656 Mel,656,09-21320T2,,Mel,,MDD-25,,,,Melanoma Prognosis
2147 ,2147,09-22513A,,,,,,,,
1672 Mel,1672,09-23922A,Scraping,Mel,,"MMD-51,MMR-51,MMD-102",,Noel/Chenxu,,California Cancer Registry
1673 Normal,1673,09-23922A,Scraping,Normal,,"MMD-52,MMD-103",,Noel/Chenxu,,California Cancer Registry
1674 MIS,1674,09-23922B,Scraping,MIS,,"MMD-101,MMR-101",,Noel/Chenxu,,California Cancer Registry
1675 Mel,1675,09-23922B,Scraping,Mel,,MMD-102,,Noel/Chenxu,,California Cancer Registry
1676 Normal,1676,09-23922B,Scraping,Normal,,MMD-103,,Noel/Chenxu,,California Cancer Registry
1680 Mel,1680,09-31608,Scraping,Mel,,MMD-72,,Noel/Chenxu,,California Cancer Registry
2134 ,2134,09-36483,,,,,,,,
2800 Tumor,2800,09-37302,,Tumor,,SM_18_Tumor_NA,,,,Spitzoid Melanoma
1626 Mel,1626,09-48136A,Scraping,Mel,,"MMD-01,MMR-01",,Noel/Chenxu,,California Cancer Registry
